,సినిమా పేరు,దర్శకుడు,నటులు,శైలి,తేదీ,సంవత్సరం,నెల
3758,స్/ఓ సత్యమూర్తి,త్రివిక్రమ్ శ్రీనివాస్,"అల్లు అర్జున్, ఉపేంద్ర, సమంత, నిత్య మీనన్, స్నేహ, అదా శర్మ, ప్రకాష్ రాజ్, రాజేంద్ర ప్రసాద్",ఫ్యామిలీ డ్రామా,2015-04-09,2015,4
3759,బుడుగు,మన్మోహన్,"లక్ష్మి మంచు, ఇంద్రజ, శ్రీధర్, సన, ఇందు, వాణి",ఫ్యామిలీ థ్రిల్లర్,2015-04-17,2015,4
3760,వారధి,కార్తికేయ,"క్రాంతి, శ్రీ దివ్య",శృంగారం,2015-04-17,2015,4
3761,నూతి లో కప్పలు,చంటి ఘ్నంని,"రాజేంద్ర ప్రసాద్, పారి సింగ్",కాదు_నిర్దిష్ట,2015-04-17,2015,4
3762,మరియు రాగం మరియు,శివ గణేష్,"జోష్ రవి, మాన్, రెమ్ ఖన్నా, శ్రావ్య, షామిలి",రొమాంటిక్ డ్రామా,2015-04-23,2015,4
3763,నవ్వు,సుధీర్ వర్మ,"నాగ చైతన్య, కృతి సనన్, బ్రహ్మానందం, రావు రమేష్",యాక్షన్-థ్రిల్లర్,2015-04-24,2015,4
3765,రాజముండ్రి కి ౫౦ కమ్ దూరంలో,విజయ్ సూర్య,"హేమంత్, నైరుతి,",లవ్ సస్పెన్స్ థ్రిల్లర్,2015-05-08,2015,5
3766,దాగుడుమూత దండాకోర్,ఆర్కే మలినేని,"రాజేంద్ర ప్రసాద్, సారా అర్జున్, రవి ప్రకాష్",ఫ్యామిలీ రొమాన్స్,2015-05-09,2015,5
3767,సింహం,సత్యదేవా,"నందమూరి బాలకృష్ణ, త్రిషా కృష్ణన్, రాధికా ఆఫ్టే, ప్రకాష్ రాజ్",సైకలాజికల్ థ్రిల్లర్,2015-05-14,2015,5
3768,ఢీ అంటే ఢీ,శ్రీనివాసరావు,"శ్రీకాంత్, సోనియా మన్, పోసాని కృష్ణ మురళి, బ్రహ్మానందం",యాక్షన్ కామెడీ,2015-05-15,2015,5
3770,365 రోజులు,రాజీవ్,"నందు, అతను సోతి పెట్టాడు",థ్రిల్లర్,2015-05-22,2015,5
3771,పండగ చేస్కో,గోపీచంద్ మలినేని,"రామ్, రకుల్, సోనాల్ చౌహాన్, బ్రహ్మానందం, సంపత్ రాజ్, అభిమన్యు సింగ్",ఫ్యామిలీ డ్రామా,2015-05-29,2015,5
3772,ఆంధ్రా పోరి,రాజ్ ముదిరాజు,"ఆకాష్ పూరి, ఉల్కా గుప్తా",శృంగారం,2015-06-05,2015,6
3773,అసురుడు,కృష్ణ విజయ్,"నైరా రోహిత్, ప్రియా బెనర్జీ",పోలీస్ డ్రామా,2015-06-05,2015,6
3774,సింగం 123,అక్షత్ శర్మ,సంపూర్ణేష్ బాబు,హాస్యం,2015-06-05,2015,6
3775,జ్యోతి లక్ష్మి,మొత్తం జగన్నాధ్,ఛార్మి కౌర్,స్త్రీ ఓరియెంటెడ్,2015-06-12,2015,6
3777,కేరింత,పిలుపు,"సుమంత్, శ్రీ దివ్య, తేజస్వి",శృంగారం,2015-06-12,2015,6
3778,కృష్ణమ్మ కలిపింది ఇద్దరినీ,ర్. చంద్రు,"సుధీర్ బాబు, నందిత, ఎం.స్. నారాయణ, సప్తగిరి",శృంగారం,2015-06-19,2015,6
3779,టైప్ చేయండి,జగదీష్,"కార్తీక్, కనిక, చలపతిరావు, కృష్ణ భగవాన్",శృంగారం,2015-06-19,2015,6
3780,విన్వయ్య రామయ్య,ప్రసాద్,"అన్వేష్, కృతిక, ప్రకాష్ రాజ్, బ్రహ్మానందం",చర్య,2015-06-19,2015,6
3781,ఖాళీ,యోగి,"నాగ శౌర్య, సోనారిక, అజయ్, కోట శ్రీనివాస రావు, సప్తగిరి",శృంగారం,2015-06-26,2015,6
3783,విద్యాబాలన్ ఎక్కడ,శ్రీనివాస్,"ప్రిన్స్, సేథి",శృంగారం,2015-06-26,2015,6
3784,మంత్రం 2,సతీష్,"చర్మమే కౌర్, చేతన్ చీను",భయానక,2015-07-01,2015,7
3785,సూపర్ స్టార్ కిడ్నాప్,ఆ.సుశాంత్ రెడ్డి,"నందు, ఆదర్శ్ బాలకృష్ణ, భూపాల్ మరియు పూనమ్ కౌర్",హాస్యం,2015-07-03,2015,7
3786,బాహుబలి: ది బిగినింగ్,ఎస్.ఎస్.రాజమౌళి,"ప్రభాస్, రానా, తమన్నా, అనుష్క శెట్టి, సత్యరాజ్, రమ్యకృష్ణ, నాజర్",పురాణ-చారిత్రక చిత్రం,2015-07-10,2015,7
3787,జేమ్స్ బాండ్,యంత్ర దుకాణం మచా,"అల్లరి నరేష్, సాక్షి చౌదరి",హాస్యం,2015-07-24,2015,7
3788,మిర్చి లాంటి కుర్రాడు,జయనాగ్,"అభిజీత్, ప్రగ్యా జైస్వాల్",శృంగారం,2015-07-31,2015,7
3790,సినిమా చూపిస్త మావ,త్రినాథరావు నవ్వాడు,రాజ్ మీదే అవికా గోర్,రొమాంటిక్ కామెడీ,2015-08-14,2015,8
3791,కిక్ 2,సురేందర్ రెడ్డి,"రవితేజ, రకుల్ ప్రీత్ సింగ్, రవి కిషన్, కబీర్ దుహన్ సింగ్, ఆశిష్ విద్యార్థి, బ్రహ్మానందం, రాజ్‌పాల్ యాదవ్",యాక్షన్ థ్రిల్లర్,2015-08-21,2015,8
3792,ఉత్తమ నటులు,అరుణ్ పవార్,"నందు, మధురిమ, మధునందన్, కేశ, వర్షిణి సౌందర్యరాజన్",తో rom,2015-08-31,2015,8
3793,డైనమైట్,వర్జిన్ కాత్య,"మంచు విష్ణు, ప్రణీత సుభాష్, జ్. డ్. చక్రవర్తి",చర్య,2015-09-04,2015,9
3794,భలే భలే మగాడివోయ్,మారుతీ,"నాని, లావణ్య త్రిపాఠి, మురళి శర్మ",కామెడీ రొమాన్స్,2015-09-04,2015,9
3795,కొరియర్ బాయ్ కళ్యాణ్,నొక్కండి,"నితిన్, యామి గౌతమ్",శృంగారం,2015-09-17,2015,9
3797,సుబ్రహ్మణ్యం ఫర్ సేల్,హరీష్ శంకర్,"సాయి ధరమ్ తేజ్, రెజినా కాసాండ్రా, అదః శర్మ, బ్రహ్మానందం",శృంగారం,2015-09-24,2015,9
3798,చంద్రిక,యోగేష్,"జయరామ్ కార్తీక్, కామ్నా జెఠ్మలానీ, శ్రీముఖి, గిరీష్ కర్నాడ్, సత్యం రాజేష్",భయానక,2015-09-25,2015,9
3799,శివం,శ్రీనివాస్ రెడ్డి,"రామ్, రాశి ఖన్నా, అభిమన్యు సింగ్",యాక్షన్ & కామెడీ,2015-10-02,2015,10
3800,రుద్రమదేవి,గుణశేఖర్,"అనుష్క శెట్టి, అల్లు అర్జున్, రానా దగ్గుబాటి, కృష్ణం రాజు, ప్రకాష్ రాజ్",చారిత్రక చిత్రం,2015-10-09,2015,10
3801,బ్రూస్ లీ,శ్రీను వైట్ల,"రామ్ చరణ్, రకుల్ ప్రీత్ సింగ్, కృతి ఖర్బందా, అరుణ్ విజయ్, బ్రహ్మానందం",యాక్షన్ & కామెడీ,2015-10-16,2015,10
3802,కంచె,క్రిష్,"వరుణ్ తేజ్, ప్రగ్యా జైస్వాల్, నికితిన్ ధీర్, శ్రీనివాస్ అవసరాల",ఫిక్షన్,2015-10-22,2015,10
3803,కొలంబస్,ఆర్ సామల,"సుమంత్ అశ్విన్, సీరత్ కపూర్, మిష్టి చక్రబోర్తి",శృంగారం,2015-10-22,2015,10
