,Title/సినిమా పేరు,Director/దర్శకుడు,Cast/నటులు,Genre/శైలి,Date/తేదీ,Year/సంవత్సరం,Month/నెల,Language/భాష,Soup/సూప్
3224,సౌఖ్యం,అస్రవికుమార్చౌదరి,"గోపీచంద్,రెజినాకాసాండ్రా,ముకేష్రిషి,ప్రదీప్రావత్",యాక్షన్&రొమాన్స్,2015-12-24,2015,12,తెలుగు,"అస్రవికుమార్చౌదరి  గోపీచంద్,రెజినాకాసాండ్రా,ముకేష్రిషి,ప్రదీప్రావత్  యాక్షన్&రొమాన్స్  2015-12-24  2015  తెలుగు"
3225,భలే మంచి రోజు,శ్రీరామ్ఆదిత్య.టి,"సుధీర్బాబు,వామిక్స్తోగబ్బి,ధన్యబాలకృష్ణ,సాయికుమార్",రొమాన్స్యాక్షన్,2015-12-25,2015,12,తెలుగు,"శ్రీరామ్ఆదిత్య.టి  సుధీర్బాబు,వామిక్స్తోగబ్బి,ధన్యబాలకృష్ణ,సాయికుమార్  రొమాన్స్యాక్షన్  2015-12-25  2015  తెలుగు"
3226,మామ మంచు అల్లుడు కంచు,శ్రీనివాస్రెడ్డి,"మోహన్బాబు,అల్లరినరేష్,వరుణ్సందేశ్,పూర్ణ,మీనా,రమ్యకృష్ణ",హాస్యం,2015-12-25,2015,12,తెలుగు,"శ్రీనివాస్రెడ్డి  మోహన్బాబు,అల్లరినరేష్,వరుణ్సందేశ్,పూర్ణ,మీనా,రమ్యకృష్ణ  హాస్యం  2015-12-25  2015  తెలుగు"
3227,జాతకాలిసే,రాకేష్శశి,"అశ్విన్బాబు,తేజస్విమదివాడ,స్నిగ్ధ,షకలకశంకర్,ధనరాజ్,సత్యదేవ్",రొమాంటిక్కామెడీ,2015-12-25,2015,12,తెలుగు,"రాకేష్శశి  అశ్విన్బాబు,తేజస్విమదివాడ,స్నిగ్ధ,షకలకశంకర్,ధనరాజ్,సత్యదేవ్  రొమాంటిక్కామెడీ  2015-12-25  2015  తెలుగు"
3228,అబ్బాయితో అమ్మాయి,రమేష్వర్మ,"నాగశౌర్య,పాలక్లల్వాని,రావురమేష్,బ్రహ్మానందం,మోహన్",శృంగారం,2015-01-01,2015,1,తెలుగు,"రమేష్వర్మ  నాగశౌర్య,పాలక్లల్వాని,రావురమేష్,బ్రహ్మానందం,మోహన్  శృంగారం  2015-01-01  2015  తెలుగు"
3229,నేను.. శైలజ...,కిషోర్మైదానం,"రామ్పోతినేని,కీర్తిసురేష్,సత్యరాజ్,ప్రదీప్రావత్,ప్రిన్స్సిసిల్,రోహిణి",శృంగారం,2015-01-01,2015,1,తెలుగు,"కిషోర్మైదానం  రామ్పోతినేని,కీర్తిసురేష్,సత్యరాజ్,ప్రదీప్రావత్,ప్రిన్స్సిసిల్,రోహిణి  శృంగారం  2015-01-01  2015  తెలుగు"
3230,నాన్నకు ప్రేమతో,సుకుమార్,"జేర్ఎన్టీఆర్,రకుల్ప్రీత్,జగపతిబాబు,రాజేంద్రప్రసాద్","థ్రిల్లర్,డ్రామా",2015-01-13,2015,1,తెలుగు,"సుకుమార్  జేర్ఎన్టీఆర్,రకుల్ప్రీత్,జగపతిబాబు,రాజేంద్రప్రసాద్  థ్రిల్లర్,డ్రామా  2015-01-13  2015  తెలుగు"
3231,ఎక్స్‌ప్రెస్ రాజా,మేర్లపాకగాంధీ,"శర్వానంద్,సురభి,హరీష్ఉత్మన్",శృంగారం,2015-01-14,2015,1,తెలుగు,"మేర్లపాకగాంధీ  శర్వానంద్,సురభి,హరీష్ఉత్మన్  శృంగారం  2015-01-14  2015  తెలుగు"
3232,నియంత,శ్రీవాస్,"నందమూరిబాలకృష్ణ,అంజలి,సోనాల్చౌహన్",యాక్షన్-రొమాన్స్,2015-01-14,2015,1,తెలుగు,"శ్రీవాస్  నందమూరిబాలకృష్ణ,అంజలి,సోనాల్చౌహన్  యాక్షన్-రొమాన్స్  2015-01-14  2015  తెలుగు"
3233,సోగ్గాడే చిన్ని నాయన,కళ్యాణ్కృష్ణ,"నాగార్జున,రమ్యకృష్ణన్,లావణ్యత్రిపాఠి,నాజర్,సంపత్రాజ్,బ్రహ్మానందం",అతీంద్రియనాటకం,2015-01-15,2015,1,తెలుగు,"కళ్యాణ్కృష్ణ  నాగార్జున,రమ్యకృష్ణన్,లావణ్యత్రిపాఠి,నాజర్,సంపత్రాజ్,బ్రహ్మానందం  అతీంద్రియనాటకం  2015-01-15  2015  తెలుగు"
3234,లచ్చిమిదేవికి ఓ లెక్కుంది,జగదీష్తలసిల్ల,"లావణ్యత్రిపాఠి,నవీన్చంద్ర",కామెడీ-థ్రిల్లర్,2015-01-29,2015,1,తెలుగు,"జగదీష్తలసిల్ల  లావణ్యత్రిపాఠి,నవీన్చంద్ర  కామెడీ-థ్రిల్లర్  2015-01-29  2015  తెలుగు"
3235,సీతమ్మ అందాలు రామయ్య సిత్రాలు,గవిరెడ్డిశ్రీనివాస్రెడ్డి,"రాజ్తరుణ్,అర్థన,ఆదర్శ్,రాజారవీంద్ర",శృంగారం,2015-01-29,2015,1,తెలుగు,"గవిరెడ్డిశ్రీనివాస్రెడ్డి  రాజ్తరుణ్,అర్థన,ఆదర్శ్,రాజారవీంద్ర  శృంగారం  2015-01-29  2015  తెలుగు"
3236,అవమానం,నరసింహనంది,"మధుమిత,వరుణ్,శివ",నాటకం,2015-02-05,2015,2,తెలుగు,"నరసింహనంది  మధుమిత,వరుణ్,శివ  నాటకం  2015-02-05  2015  తెలుగు"
3237,స్పీడున్నోడు,భీమినేనిశ్రీనివాసరావు,"బెల్లంకొండశ్రీనివాస్,సోనారికబడోరియా",నాటకం,2015-02-05,2015,2,తెలుగు,"భీమినేనిశ్రీనివాసరావు  బెల్లంకొండశ్రీనివాస్,సోనారికబడోరియా  నాటకం  2015-02-05  2015  తెలుగు"
3238,వెన్నెల్లో హై హై,విఎంసి,"అజ్మల్,నికితానారాయణ్",నాటకం,2015-02-05,2015,2,తెలుగు,"విఎంసి  అజ్మల్,నికితానారాయణ్  నాటకం  2015-02-05  2015  తెలుగు"
3239,కృష్ణ గాడి వీరి ప్రేమ గాధ,హనురాఘవపూడి,"నాని,మెహ్రీన్పిరజాడ,సంపత్రాజ్,మురళిశర్మ,హరీష్ఉత్తమం",శృంగారం,2015-02-12,2015,2,తెలుగు,"హనురాఘవపూడి  నాని,మెహ్రీన్పిరజాడ,సంపత్రాజ్,మురళిశర్మ,హరీష్ఉత్తమం  శృంగారం  2015-02-12  2015  తెలుగు"
3240,ఉ ప్పు,మదన్,"ఆది,అదఃశర్మ,బ్రహ్మానందం",ప్రేమ,2015-02-12,2015,2,తెలుగు,"మదన్  ఆది,అదఃశర్మ,బ్రహ్మానందం  ప్రేమ  2015-02-12  2015  తెలుగు"
3241,కృష్ణాష్టమి,వాసువర్మ,"సునీల్,నిక్కీగల్రానీ,డింపుల్చోపడే",ఫ్యామిలీడ్రామా,2015-02-19,2015,2,తెలుగు,"వాసువర్మ  సునీల్,నిక్కీగల్రానీ,డింపుల్చోపడే  ఫ్యామిలీడ్రామా  2015-02-19  2015  తెలుగు"
3242,మలుపు,సత్యప్రభాస్పినిశెట్టి,"ఆది,నిక్కిగల్రాని,మిథున్చక్రబోర్తి,రిచాపాలౌడ్,పశుపతే",చర్య,2015-02-19,2015,2,తెలుగు,"సత్యప్రభాస్పినిశెట్టి  ఆది,నిక్కిగల్రాని,మిథున్చక్రబోర్తి,రిచాపాలౌడ్,పశుపతే  చర్య  2015-02-19  2015  తెలుగు"
